Origin City,Origin Code,Arrival,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Origin Country,Parent Company
Temuco,(ZCO),21:50,H2150,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:50:00,Chile,Sky Airline S.A.
Calama,(CJC),21:59,LA375,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:59:00,Chile,LATAM Airlines Group
Concepcion,(CCP),22:06,LA4,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:06:00,Chile,LATAM Airlines Group
Concepcion,(CCP),22:06,DL6000,Delta Air Lines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:06:00,Chile,Delta Air Lines Inc.
Antofagasta,(ANF),22:17,JA27,JetSMART,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:17:00,Chile,Indigo Partners
Trujillo,(TRU),22:20,JA495,JetSMART,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:20:00,Peru,Indigo Partners
Calama,(CJC),22:29,H2245,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:29:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),22:34,LA131,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:34:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),22:34,QF3881,Qantas,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:34:00,Chile,Qantas Airways Limited
Curitiba,(CWB),22:50,LA783,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:50:00,Brazil,LATAM Airlines Group
Curitiba,(CWB),22:50,DL6287,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:50:00,Brazil,Delta Air Lines Inc.
Bogota,(BOG),22:55,AV241,Avianca,2,En Route - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 22:55:00,Colombia,Avianca Holdings S.A.
Panama City,(PTY),23:16,CM111,Copa Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:16:00,Panama,Copa Holdings
Antofagasta,(ANF),23:19,H2275,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:19:00,Chile,Sky Airline S.A.
Calama,(CJC),23:19,H2253,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:19:00,Chile,Sky Airline S.A.
Buenos Aires,(AEP),23:22,LA424,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:22:00,Argentina,LATAM Airlines Group
Punta Arenas,(PUQ),23:23,LA86,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:23:00,Chile,LATAM Airlines Group
Lima,(LIM),23:25,LA2373,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:25:00,Peru,LATAM Airlines Group
Antofagasta,(ANF),23:26,JA29,JetSMART,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:26:00,Chile,Indigo Partners
Iquique,(IQQ),23:30,LA179,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:30:00,Chile,LATAM Airlines Group
Lima,(LIM),23:30,JA401,JetSMART,2,Canceled [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:30:00,Peru,Indigo Partners
Panama City,(PTY),23:34,CM497,Copa Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:34:00,Panama,Copa Holdings
Buenos Aires,(AEP),23:35,H2536,Sky Airline,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:35:00,Argentina,Sky Airline S.A.
Calama,(CJC),23:40,JA117,JetSMART,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:40:00,Chile,Indigo Partners
Antofagasta,(ANF),23:52,LA355,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:52:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),23:55,ET3651,Ethiopian Airlines,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 23:55:00,Brazil,Ethiopian government
Calama,(CJC),00:03,LA379,LATAM Airlines,1,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 00:03:00,Chile,LATAM Airlines Group
Concepcion,(CCP),00:09,H2168,Sky Airline,1,Landed - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 00:09:00,Chile,Sky Airline S.A.
Puerto Montt,(PMC),00:22,LA266,LATAM Airlines,1,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 00:22:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),00:22,IB7248,Iberia,1,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 00:22:00,Chile,International Airlines Group
Sao Paulo,(GRU),00:25,LA751,LATAM Airlines,2,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 00:25:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),00:25,QF3896,Qantas,2,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 00:25:00,Brazil,Qantas Airways Limited
Puerto Montt,(PMC),01:33,JA156,JetSMART,1,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 01:33:00,Chile,Indigo Partners
Panama City,(PTY),01:57,CM474,Copa Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 01:57:00,Panama,Copa Holdings
Panama City,(PTY),01:57,KL3042,KLM Royal Dutch Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 01:57:00,Panama,Air France-KLM
Campinas,(VCP),02:05,5Y22,Atlas Air,2,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 02:05:00,,Atlas Air Worldwide Holdings
Buenos Aires,(EZE),02:31,M38492,LATAM Cargo Brasil,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 02:31:00,Argentina,LATAM Airlines Group
Lima,(LIM),03:01,JZ7500,JetSMART Airlines Peru,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 03:01:00,Peru,Indigo Partners
Sao Paulo,(GRU),03:05,LA8132,LATAM Airlines,2,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 03:05:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),03:05,DL6156,Delta Air Lines,2,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 03:05:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),03:05,QF3900,Qantas,2,Unknown [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 03:05:00,Brazil,Qantas Airways Limited
Arica,(ARI),03:13,LA185,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 03:13:00,Chile,LATAM Airlines Group
Arica,(ARI),03:13,IB7063,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 03:13:00,Chile,International Airlines Group
Lima,(LIM),03:30,LA2371,LATAM Airlines,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 03:30:00,Peru,LATAM Airlines Group
Panama City,(PTY),04:42,CM277,Copa Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 04:42:00,Panama,Copa Holdings
Panama City,(PTY),04:42,TK9656,Turkish Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 04:42:00,Panama,Turkish Airlines
Bogota,(BOG),04:45,AV97,Avianca,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 04:45:00,Colombia,Avianca Holdings S.A.
Lima,(LIM),04:45,H2809,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 04:45:00,Peru,Sky Airline S.A.
Lima,(LIM),04:50,LA2377,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 04:50:00,Peru,LATAM Airlines Group
Lima,(LIM),04:50,DL6146,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 04:50:00,Peru,Delta Air Lines Inc.
Punta Arenas,(PUQ),05:16,LA94,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 05:16:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),05:16,IB7296,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 05:16:00,Chile,International Airlines Group
New York,(JFK),05:55,LA533,LATAM Airlines,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 05:55:00,United States,LATAM Airlines Group
New York,(JFK),05:55,DL6065,Delta Air Lines,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 05:55:00,United States,Delta Air Lines Inc.
New York,(JFK),05:55,JL7626,JAL Japan Airlines,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=0,2023-05-03 05:55:00,United States,Japan Airlines Co. Ltd.
Bogota,(BOG),06:15,LA577,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:15:00,Colombia,LATAM Airlines Group
Bogota,(BOG),06:15,DL6007,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:15:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),06:15,QF4202,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:15:00,Colombia,Qantas Airways Limited
Houston,(IAH),06:20,UA847,United Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:20:00,United States,United Airlines Holdings
Houston,(IAH),06:20,NH7252,ANA All Nippon Airways,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:20:00,United States,ANA Holdings Inc.
Miami,(MIA),06:30,LA501,LATAM Airlines,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:30:00,United States,LATAM Airlines Group
Miami,(MIA),06:30,DL6051,Delta Air Lines,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:30:00,United States,Delta Air Lines Inc.
Mexico City,(MEX),06:35,LA621,LATAM Airlines,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:35:00,Mexico,LATAM Airlines Group
Buenos Aires,(EZE),06:37,LA472,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 06:37:00,Argentina,LATAM Airlines Group
Atlanta,(ATL),07:00,DL147,Delta Air Lines,2,En Route - Delayed [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:00:00,United States,Delta Air Lines Inc.
Atlanta,(ATL),07:00,KE7299,Korean Air,2,En Route - Delayed [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:00:00,United States,Hanjin Group
Atlanta,(ATL),07:00,LA6357,LATAM Airlines,2,En Route - Delayed [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:00:00,United States,LATAM Airlines Group
Madrid,(MAD),07:30,IB6833,Iberia,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:30:00,Spain,International Airlines Group
Madrid,(MAD),07:30,BA4289,British Airways,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:30:00,Spain,International Airlines Group
Madrid,(MAD),07:30,LA5404,LATAM Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:30:00,Spain,LATAM Airlines Group
Madrid,(MAD),07:30,LY9209,El Al Israel Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:30:00,Spain,Kanaf Arkia Holdings Ltd
Madrid,(MAD),07:30,QR5354,Qatar Airways,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:30:00,Spain,Qatar Airways Group
Miami,(MIA),07:33,AA957,American Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 07:33:00,United States,American Airlines Group
Paris,(CDG),08:05,AF406,Air France,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:05:00,France,Air France-KLM
Paris,(CDG),08:05,KL2258,KLM Royal Dutch Airlines,2,En Route - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:05:00,France,Air France-KLM
Buenos Aires,(EZE),08:20,KL701,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:20:00,Argentina,Air France-KLM
Madrid,(MAD),08:20,LA705,LATAM Airlines,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:20:00,Spain,LATAM Airlines Group
Madrid,(MAD),08:20,AY4427, Finnair ,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:20:00,Spain,
Madrid,(MAD),08:20,IB7110,Iberia,2,En Route [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:20:00,Spain,International Airlines Group
Concepcion,(CCP),08:32,LA206,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:32:00,Chile,LATAM Airlines Group
Concepcion,(CCP),08:34,JA100,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:34:00,Chile,Indigo Partners
Buenos Aires,(AEP),08:40,AR1280,Aerolineas Argentinas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 08:40:00,Argentina,Argentine government
Concepcion,(CCP),09:02,LA212,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:02:00,Chile,LATAM Airlines Group
Concepcion,(CCP),09:02,IB7293,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:02:00,Chile,International Airlines Group
Antofagasta,(ANF),09:05,LA343,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:05:00,Chile,LATAM Airlines Group
Concepcion,(CCP),09:14,H2162,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:14:00,Chile,Sky Airline S.A.
Calama,(CJC),09:23,LA141,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:23:00,Chile,LATAM Airlines Group
Calama,(CJC),09:30,H2241,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:30:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),09:31,LA125,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:31:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),09:31,IB7297,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:31:00,Chile,International Airlines Group
Iquique,(IQQ),09:52,LA907,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:52:00,Chile,LATAM Airlines Group
Iquique,(IQQ),09:52,IB7069,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:52:00,Chile,International Airlines Group
Calama,(CJC),09:53,LA147,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:53:00,Chile,LATAM Airlines Group
Calama,(CJC),09:53,IB7073,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 09:53:00,Chile,International Airlines Group
Puerto Montt,(PMC),10:10,LA58,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:10:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),10:20,LA701,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:20:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),10:20,BA4300,British Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:20:00,Brazil,International Airlines Group
Sao Paulo,(GRU),10:20,DL6024,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:20:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),10:20,QF3902,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:20:00,Brazil,Qantas Airways Limited
Calama,(CJC),10:21,LA391,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:21:00,Chile,LATAM Airlines Group
Iquique,(IQQ),10:21,LA925,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:21:00,Chile,LATAM Airlines Group
Arica,(ARI),10:23,LA181,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:23:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),10:34,LA121,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:34:00,Chile,LATAM Airlines Group
La Serena,(LSC),10:38,LA109,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:38:00,Chile,LATAM Airlines Group
Copiapo,(CPO),10:45,LA115,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:45:00,Chile,LATAM Airlines Group
Temuco,(ZCO),10:47,LA224,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:47:00,Chile,LATAM Airlines Group
Iquique,(IQQ),10:49,H2321,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 10:49:00,Chile,Sky Airline S.A.
Concepcion,(CCP),11:08,LA1256,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:08:00,Chile,LATAM Airlines Group
Calama,(CJC),11:12,LA149,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:12:00,Chile,LATAM Airlines Group
Iquique,(IQQ),11:22,LA161,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:22:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),11:24,LA258,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:24:00,Chile,LATAM Airlines Group
Arica,(ARI),11:29,H2301,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:29:00,Chile,Sky Airline S.A.
Santa Cruz,(VVI),11:32,LA865,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:32:00,Bolivia,LATAM Airlines Group
Copiapo,(CPO),11:38,H2221,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:38:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),11:43,LA127,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:43:00,Chile,LATAM Airlines Group
Calama,(CJC),11:52,LA151,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=6,2023-05-03 11:52:00,Chile,LATAM Airlines Group
Concepcion,(CCP),12:08,LA1258,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:08:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),12:21,JA1002,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:21:00,Argentina,Indigo Partners
Iquique,(IQQ),12:22,LA913,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:22:00,Chile,LATAM Airlines Group
Valdivia,(ZAL),12:22,H2122,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:22:00,Chile,Sky Airline S.A.
Balmaceda,(BBA),12:26,LA72,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:26:00,Chile,LATAM Airlines Group
Castro,(MHC),12:29,H2192,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:29:00,Chile,Sky Airline S.A.
Buenos Aires,(AEP),12:30,AR1284,Aerolineas Argentinas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:30:00,Argentina,Argentine government
Buenos Aires,(AEP),12:30,AZ4656,ITA Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:30:00,Argentina,Italian government
Buenos Aires,(AEP),12:30,KL9215,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:30:00,Argentina,Air France-KLM
Concepcion,(CCP),12:43,LA12,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 12:43:00,Chile,LATAM Airlines Group
Temuco,(ZCO),13:07,H2142,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:07:00,Chile,Sky Airline S.A.
Auckland,(AKL),13:15,LA800,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:15:00,New Zealand,LATAM Airlines Group
Auckland,(AKL),13:15,CX7800,Cathay Pacific,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:15:00,New Zealand,Swire Pacific Limited
Auckland,(AKL),13:15,JL5741,JAL Japan Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:15:00,New Zealand,Japan Airlines Co. Ltd.
Auckland,(AKL),13:15,MH9780,Malaysia Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:15:00,New Zealand,Malaysia Aviation Group
Auckland,(AKL),13:15,QF3877,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:15:00,New Zealand,Qantas Airways Limited
