Origin City,Origin Code,Arrival,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Origin Country,Parent Company
Antofagasta,(ANF),00:01,LA343,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:01:00,Chile,LATAM Airlines Group
Calama,(CJC),00:04,H2245,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:04:00,Chile,Sky Airline S.A.
Puerto Montt,(PMC),00:13,JA156,JetSMART,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:13:00,Chile,Indigo Partners
Sao Paulo,(GRU),00:25,LA751,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:25:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),00:25,QF3896,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:25:00,Brazil,Qantas Airways Limited
Iquique,(IQQ),00:51,JA117,JetSMART,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:51:00,Chile,Indigo Partners
Rio De Janeiro,(GIG),00:52,LA773,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:52:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),00:52,QF3887,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:52:00,Brazil,Qantas Airways Limited
Antofagasta,(ANF),00:58,H2275,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 00:58:00,Chile,Sky Airline S.A.
Iquique,(IQQ),01:06,LA903,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 01:06:00,Chile,LATAM Airlines Group
Arica,(ARI),01:50,LA197,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 01:50:00,Chile,LATAM Airlines Group
Arica,(ARI),01:50,IB7063,Iberia,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 01:50:00,Chile,International Airlines Group
Puerto Montt,(PMC),01:56,H276,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 01:56:00,Chile,Sky Airline S.A.
Panama City,(PTY),01:57,CM474,Copa Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 01:57:00,Panama,Copa Holdings
Panama City,(PTY),01:57,KL3042,KLM Royal Dutch Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 01:57:00,Panama,Air France-KLM
Buenos Aires,(EZE),02:31,M38490,LATAM Cargo Brasil,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 02:31:00,Argentina,LATAM Airlines Group
Lima,(LIM),03:01,JZ7500,JetSMART Airlines Peru,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 03:01:00,Peru,Indigo Partners
Sao Paulo,(GRU),03:05,LA8132,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 03:05:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),03:05,BA4304,British Airways,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 03:05:00,Brazil,International Airlines Group
Sao Paulo,(GRU),03:05,DL6142,Delta Air Lines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 03:05:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),03:05,QF3900,Qantas,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 03:05:00,Brazil,Qantas Airways Limited
Punta Arenas,(PUQ),03:11,LA82,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 03:11:00,Chile,LATAM Airlines Group
Cartagena,(CTG),03:28,AV133,Avianca,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 03:28:00,,Avianca Holdings S.A.
Lima,(LIM),03:30,LA2371,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 03:30:00,Peru,LATAM Airlines Group
Bogota,(BOG),04:25,AV97,Avianca,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:25:00,Colombia,Avianca Holdings S.A.
Panama City,(PTY),04:42,CM277,Copa Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:42:00,Panama,Copa Holdings
Panama City,(PTY),04:42,TK9656,Turkish Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:42:00,Panama,Turkish Airlines
Lima,(LIM),04:45,H2809,Sky Airline,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:45:00,Peru,Sky Airline S.A.
Punta Arenas,(PUQ),04:45,LA80,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:45:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),04:45,IB7116,Iberia,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:45:00,Chile,International Airlines Group
Punta Arenas,(PUQ),04:45,QF3945,Qantas,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:45:00,Chile,Qantas Airways Limited
Lima,(LIM),04:50,LA2377,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:50:00,Peru,LATAM Airlines Group
Lima,(LIM),04:50,DL6146,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 04:50:00,Peru,Delta Air Lines Inc.
Cali,(CLO),05:49,JA651,JetSMART,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 05:49:00,Colombia,Indigo Partners
New York,(JFK),05:55,LA533,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 05:55:00,United States,LATAM Airlines Group
New York,(JFK),05:55,CX7823,Cathay Pacific,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 05:55:00,United States,Swire Pacific Limited
New York,(JFK),05:55,DL6065,Delta Air Lines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 05:55:00,United States,Delta Air Lines Inc.
New York,(JFK),05:55,JL7626,JAL Japan Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=0,2023-05-02 05:55:00,United States,Japan Airlines Co. Ltd.
Bogota,(BOG),06:15,LA579,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:15:00,Colombia,LATAM Airlines Group
Bogota,(BOG),06:15,DL6007,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:15:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),06:15,QF4202,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:15:00,Colombia,Qantas Airways Limited
Houston,(IAH),06:20,UA847,United Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:20:00,United States,United Airlines Holdings
Houston,(IAH),06:20,NH7252,ANA All Nippon Airways,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:20:00,United States,ANA Holdings Inc.
Miami,(MIA),06:30,LA501,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:30:00,United States,LATAM Airlines Group
Miami,(MIA),06:30,DL6052,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:30:00,United States,Delta Air Lines Inc.
Mexico City,(MEX),06:35,LA621,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:35:00,Mexico,LATAM Airlines Group
Buenos Aires,(EZE),06:37,LA472,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 06:37:00,Argentina,LATAM Airlines Group
Atlanta,(ATL),07:00,DL147,Delta Air Lines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:00:00,United States,Delta Air Lines Inc.
Atlanta,(ATL),07:00,KE7299,Korean Air,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:00:00,United States,Hanjin Group
Atlanta,(ATL),07:00,LA6357,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:00:00,United States,LATAM Airlines Group
London,(LHR),07:30,BA251,British Airways,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:30:00,United Kingdom,International Airlines Group
London,(LHR),07:30,IB7717,Iberia,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:30:00,United Kingdom,International Airlines Group
Madrid,(MAD),07:30,IB6833,Iberia,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:30:00,Spain,International Airlines Group
Madrid,(MAD),07:30,BA4289,British Airways,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:30:00,Spain,International Airlines Group
Madrid,(MAD),07:30,LA5404,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:30:00,Spain,LATAM Airlines Group
Madrid,(MAD),07:30,LY9209,El Al Israel Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:30:00,Spain,Kanaf Arkia Holdings Ltd
Madrid,(MAD),07:30,QR5354,Qatar Airways,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:30:00,Spain,Qatar Airways Group
Miami,(MIA),07:33,AA957,American Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 07:33:00,United States,American Airlines Group
Paris,(CDG),08:05,AF406,Air France,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:05:00,France,Air France-KLM
Paris,(CDG),08:05,KL2258,KLM Royal Dutch Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:05:00,France,Air France-KLM
Buenos Aires,(EZE),08:20,KL701,KLM Royal Dutch Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:20:00,Argentina,Air France-KLM
Madrid,(MAD),08:20,LA705,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:20:00,Spain,LATAM Airlines Group
Madrid,(MAD),08:20,AY4427, Finnair ,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:20:00,Spain,
Madrid,(MAD),08:20,IB7110,Iberia,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:20:00,Spain,International Airlines Group
Buenos Aires,(AEP),08:40,AR1280,Aerolineas Argentinas,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:40:00,Argentina,Argentine government
Concepcion,(CCP),08:46,LA12,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:46:00,Chile,LATAM Airlines Group
Calama,(CJC),08:52,H2241,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 08:52:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),09:05,LA129,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:05:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),09:05,IB7131,Iberia,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:05:00,Chile,International Airlines Group
Buenos Aires,(EZE),09:05,H25576,Sky Airline,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:05:00,Argentina,Sky Airline S.A.
Calama,(CJC),09:23,LA393,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:23:00,Chile,LATAM Airlines Group
Concepcion,(CCP),09:26,JA100,JetSMART,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:26:00,Chile,Indigo Partners
Iquique,(IQQ),09:42,LA175,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:42:00,Chile,LATAM Airlines Group
Iquique,(IQQ),09:42,IB7069,Iberia,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:42:00,Chile,International Airlines Group
Calama,(CJC),09:52,LA141,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:52:00,Chile,LATAM Airlines Group
Calama,(CJC),09:52,IB7073,Iberia,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:52:00,Chile,International Airlines Group
Concepcion,(CCP),09:56,LA18,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:56:00,Chile,LATAM Airlines Group
Concepcion,(CCP),09:56,IB7293,Iberia,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 09:56:00,Chile,International Airlines Group
Sao Paulo,(GRU),10:20,LA701,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:20:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),10:20,BA4300,British Airways,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:20:00,Brazil,International Airlines Group
Sao Paulo,(GRU),10:20,DL6035,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:20:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),10:20,QF3902,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:20:00,Brazil,Qantas Airways Limited
Calama,(CJC),10:22,LA147,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:22:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),10:24,H2277,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:24:00,Chile,Sky Airline S.A.
Arica,(ARI),10:24,LA181,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:24:00,Chile,LATAM Airlines Group
Concepcion,(CCP),10:38,LA216,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:38:00,Chile,LATAM Airlines Group
Iquique,(IQQ),10:38,LA163,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:38:00,Chile,LATAM Airlines Group
Copiapo,(CPO),10:46,LA119,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:46:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),10:55,LA123,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:55:00,Chile,LATAM Airlines Group
Calama,(CJC),10:57,LA143,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:57:00,Chile,LATAM Airlines Group
Iquique,(IQQ),10:57,H2321,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 10:57:00,Chile,Sky Airline S.A.
Sydney,(SYD),11:05,QF27,Qantas,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:05:00,Australia,Qantas Airways Limited
Sydney,(SYD),11:05,LA806,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:05:00,Australia,LATAM Airlines Group
Concepcion,(CCP),11:08,LA1262,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:08:00,Chile,LATAM Airlines Group
La Serena,(LSC),11:18,LA109,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:18:00,Chile,LATAM Airlines Group
Temuco,(ZCO),11:33,LA34,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:33:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),11:35,LA125,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:35:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),11:35,QF3880,Qantas,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:35:00,Chile,Qantas Airways Limited
Concepcion,(CCP),11:38,H2480,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:38:00,Chile,Sky Airline S.A.
Iquique,(IQQ),11:38,LA909,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:38:00,Chile,LATAM Airlines Group
Mendoza,(MDZ),11:41,LA435,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:41:00,Argentina,LATAM Airlines Group
Buenos Aires,(AEP),11:50,JA1002,JetSMART,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:50:00,Argentina,Indigo Partners
Temuco,(ZCO),11:50,H2142,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:50:00,Chile,Sky Airline S.A.
Calama,(CJC),11:51,LA387,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:51:00,Chile,LATAM Airlines Group
Buenos Aires,(EZE),11:55,UC1503,LATAM Cargo Chile,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=6,2023-05-02 11:55:00,Argentina,LATAM Airlines Group
Arica,(ARI),12:00,H2301,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:00:00,Chile,Sky Airline S.A.
Balmaceda,(BBA),12:14,LA272,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:14:00,Chile,LATAM Airlines Group
Calama,(CJC),12:22,JA11,JetSMART,,Landed - DIVERTED [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:22:00,Chile,Indigo Partners
Puerto Montt,(PMC),12:24,JA150,JetSMART,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:24:00,Chile,Indigo Partners
Buenos Aires,(AEP),12:30,AR1284,Aerolineas Argentinas,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:30:00,Argentina,Argentine government
Buenos Aires,(AEP),12:30,AZ4656,ITA Airways,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:30:00,Argentina,Italian government
Buenos Aires,(AEP),12:30,KL9215,KLM Royal Dutch Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:30:00,Argentina,Air France-KLM
Calama,(CJC),12:31,LA389,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:31:00,Chile,LATAM Airlines Group
La Paz,(LPB),12:34,LA893,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:34:00,,LATAM Airlines Group
Antofagasta,(ANF),12:35,LA353,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:35:00,Chile,LATAM Airlines Group
Cordoba,(COR),12:37,LA491,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:37:00,Argentina,LATAM Airlines Group
Copiapo,(CPO),12:48,H2221,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 12:48:00,Chile,Sky Airline S.A.
Lima,(LIM),13:10,LA537,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:10:00,Peru,LATAM Airlines Group
Lima,(LIM),13:10,DL6232,Delta Air Lines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:10:00,Peru,Delta Air Lines Inc.
Lima,(LIM),13:10,QF3916,Qantas,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:10:00,Peru,Qantas Airways Limited
Auckland,(AKL),13:15,LA800,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:15:00,New Zealand,LATAM Airlines Group
Auckland,(AKL),13:15,CX7800,Cathay Pacific,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:15:00,New Zealand,Swire Pacific Limited
Auckland,(AKL),13:15,JL5741,JAL Japan Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:15:00,New Zealand,Japan Airlines Co. Ltd.
Auckland,(AKL),13:15,MH9780,Malaysia Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:15:00,New Zealand,Malaysia Aviation Group
Auckland,(AKL),13:15,QF3877,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:15:00,New Zealand,Qantas Airways Limited
