Destination City,Destination Code,Departure,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Destination Country,Parent Company
Iquique,(IQQ),11:01,IB7071,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:01:00,Chile,International Airlines Group
Valdivia,(ZAL),11:13,LA241,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:13:00,Chile,LATAM Airlines Group
Madrid,(MAD),11:20,IB6830,Iberia,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:20:00,Spain,International Airlines Group
Madrid,(MAD),11:20,BA4250,British Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:20:00,Spain,International Airlines Group
Madrid,(MAD),11:20,CX1920,Cathay Pacific,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:20:00,Spain,Swire Pacific Limited
Madrid,(MAD),11:20,LA5410,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:20:00,Spain,LATAM Airlines Group
Madrid,(MAD),11:20,LY9210,El Al Israel Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:20:00,Spain,Kanaf Arkia Holdings Ltd
Madrid,(MAD),11:20,QR5355,Qatar Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:20:00,Spain,Qatar Airways Group
Iquique,(IQQ),11:23,LA1260,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:23:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),11:30,LA752,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:30:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),11:30,BA4305,British Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:30:00,Brazil,International Airlines Group
Sao Paulo,(GRU),11:30,QF3905,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:30:00,Brazil,Qantas Airways Limited
Antofagasta,(ANF),11:36,LA360,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:36:00,Chile,LATAM Airlines Group
Panama City,(PTY),11:36,CM498,Copa Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:36:00,Panama,Copa Holdings
Panama City,(PTY),11:36,KL3058,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:36:00,Panama,Air France-KLM
Panama City,(PTY),11:36,TK9657,Turkish Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:36:00,Panama,Turkish Airlines
Concepcion,(CCP),11:47,LA217,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:47:00,Chile,LATAM Airlines Group
Calama,(CJC),11:47,LA386,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:47:00,Chile,LATAM Airlines Group
Concepcion,(CCP),11:49,H2161,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:49:00,Chile,Sky Airline S.A.
Osorno,(ZOS),11:53,H2101,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:53:00,Chile,Sky Airline S.A.
Paris,(CDG),11:55,AF401,Air France,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:55:00,France,Air France-KLM
Paris,(CDG),11:55,KL2259,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:55:00,France,Air France-KLM
Calama,(CJC),11:56,H2244,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:56:00,Chile,Sky Airline S.A.
La Serena,(LSC),11:57,JA126,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:57:00,Chile,Indigo Partners
Buenos Aires,(EZE),12:00,LA451,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:00:00,Argentina,LATAM Airlines Group
Copiapo,(CPO),12:01,LA328,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:01:00,Chile,LATAM Airlines Group
Copiapo,(CPO),12:01,IB7078,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:01:00,Chile,International Airlines Group
Valdivia,(ZAL),12:02,H2123,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:02:00,Chile,Sky Airline S.A.
Iquique,(IQQ),12:10,LA1250,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:10:00,Chile,LATAM Airlines Group
Calama,(CJC),12:12,LA390,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:12:00,Chile,LATAM Airlines Group
Trujillo,(TRU),12:50,JA494,JetSMART,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:50:00,Peru,Indigo Partners
Iquique,(IQQ),12:57,LA168,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:57:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),12:58,LA358,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 12:58:00,Chile,LATAM Airlines Group
Osorno,(ZOS),13:02,LA51,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:02:00,Chile,LATAM Airlines Group
Concepcion,(CCP),13:04,JA101,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:04:00,Chile,Indigo Partners
La Serena,(LSC),13:07,LA102,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:07:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),13:20,AR1285,Aerolineas Argentinas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:20:00,Argentina,Argentine government
Buenos Aires,(AEP),13:20,AM7513,Aeromexico,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:20:00,Argentina,Delta Air Lines Inc.
Buenos Aires,(AEP),13:20,AZ4657,ITA Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:20:00,Argentina,Italian government
Buenos Aires,(AEP),13:20,KL9220,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:20:00,Argentina,Air France-KLM
Valdivia,(ZAL),13:26,LA237,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:26:00,Chile,LATAM Airlines Group
Iquique,(IQQ),13:35,LA1258,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:35:00,Chile,LATAM Airlines Group
Balmaceda,(BBA),13:40,H231,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:40:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),13:47,H2270,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:47:00,Chile,Sky Airline S.A.
Iquique,(IQQ),13:58,LA902,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 13:58:00,Chile,LATAM Airlines Group
Calama,(CJC),14:01,LA370,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:01:00,Chile,LATAM Airlines Group
Curitiba,(CWB),14:42,LA782,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:42:00,Brazil,LATAM Airlines Group
Curitiba,(CWB),14:42,DL6320,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:42:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),14:50,LA750,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:50:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),14:50,DL7391,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:50:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),14:50,QF3907,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:50:00,Brazil,Qantas Airways Limited
London,(LHR),14:55,BA250,British Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:55:00,United Kingdom,International Airlines Group
London,(LHR),14:55,IB7716,Iberia,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:55:00,United Kingdom,International Airlines Group
Antofagasta,(ANF),14:56,JA26,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 14:56:00,Chile,Indigo Partners
Buenos Aires,(EZE),15:00,H2507,Sky Airline,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:00:00,Argentina,Sky Airline S.A.
Lima,(LIM),15:00,LA2372,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:00:00,Peru,LATAM Airlines Group
Lima,(LIM),15:00,DL6278,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:00:00,Peru,Delta Air Lines Inc.
Bogota,(BOG),15:05,AV116,Avianca,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:05:00,Colombia,Avianca Holdings S.A.
Concepcion,(CCP),15:05,LA201,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:05:00,Chile,LATAM Airlines Group
Asuncion,(ASU),15:10,LA1325,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:10:00,Paraguay,LATAM Airlines Group
Temuco,(ZCO),15:16,H2147,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:16:00,Chile,Sky Airline S.A.
Iquique,(IQQ),15:21,H2322,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:21:00,Chile,Sky Airline S.A.
Calama,(CJC),15:22,JA6,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:22:00,Chile,Indigo Partners
Antofagasta,(ANF),15:27,LA362,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:27:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),15:27,QF3882,Qantas,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:27:00,Chile,Qantas Airways Limited
Buenos Aires,(EZE),15:29,LA477,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:29:00,Argentina,LATAM Airlines Group
Florianopolis,(FLN),15:45,H2630,Sky Airline,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:45:00,Brazil,Sky Airline S.A.
Antofagasta,(ANF),15:58,LA122,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:58:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),15:58,DL6305,Delta Air Lines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 15:58:00,Chile,Delta Air Lines Inc.
Temuco,(ZCO),16:11,LA29,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:11:00,Chile,LATAM Airlines Group
Calama,(CJC),16:16,LA380,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:16:00,Chile,LATAM Airlines Group
Calama,(CJC),16:18,H2250,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:18:00,Chile,Sky Airline S.A.
Copiapo,(CPO),16:18,LA118,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:18:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),16:25,LA702,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:25:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),16:25,DL7390,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:25:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),16:25,QF3910,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:25:00,Brazil,Qantas Airways Limited
Iquique,(IQQ),16:28,LA176,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:28:00,Chile,LATAM Airlines Group
Iguassu Falls,(IGU),16:30,JA560,JetSMART,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:30:00,Brazil,Indigo Partners
Puerto Montt,(PMC),16:34,H275,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:34:00,Chile,Sky Airline S.A.
Copiapo,(CPO),16:49,H2224,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:49:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),16:53,LA342,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 16:53:00,Chile,LATAM Airlines Group
La Serena,(LSC),17:08,LA106,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:08:00,Chile,LATAM Airlines Group
Calama,(CJC),17:20,LA378,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:20:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),17:25,LA132,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:25:00,Chile,LATAM Airlines Group
Lima,(LIM),17:35,LA2696,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:35:00,Peru,LATAM Airlines Group
Copiapo,(CPO),17:38,LA332,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:38:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),17:43,LA425,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:43:00,Argentina,LATAM Airlines Group
Copiapo,(CPO),17:44,H2232,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:44:00,Chile,Sky Airline S.A.
Concepcion,(CCP),17:45,LA5,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:45:00,Chile,LATAM Airlines Group
Arica,(ARI),17:56,H2304,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=12,2023-05-04 17:56:00,Chile,Sky Airline S.A.
Sao Paulo,(GRU),18:00,LA8131,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:00:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),18:00,QF3906,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:00:00,Brazil,Qantas Airways Limited
Temuco,(ZCO),18:14,LA31,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:14:00,Chile,LATAM Airlines Group
Calama,(CJC),18:16,LA376,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:16:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),18:18,LA59,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:18:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),18:18,DL7365,Delta Air Lines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:18:00,Chile,Delta Air Lines Inc.
Puerto Montt,(PMC),18:18,IB7251,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:18:00,Chile,International Airlines Group
Buenos Aires,(AEP),18:25,H2535,Sky Airline,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:25:00,Argentina,Sky Airline S.A.
Iquique,(IQQ),18:30,LA900,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:30:00,Chile,LATAM Airlines Group
Calama,(CJC),18:59,LA152,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 18:59:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),19:05,LA344,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 19:05:00,Chile,LATAM Airlines Group
Buenos Aires,(EZE),19:15,WJ3013,Jetsmart Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 19:15:00,Argentina,Indigo Partners
Concepcion,(CCP),19:16,LA207,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 19:16:00,Chile,LATAM Airlines Group
Iquique,(IQQ),19:16,H2326,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 19:16:00,Chile,Sky Airline S.A.
Concepcion,(CCP),19:46,LA1259,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 19:46:00,Chile,LATAM Airlines Group
Lima,(LIM),19:50,LA2394,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 19:50:00,Peru,LATAM Airlines Group
Lima,(LIM),19:50,DL6312,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 19:50:00,Peru,Delta Air Lines Inc.
Los Angeles,(LSQ),20:00,LA9952,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:00:00,United States,LATAM Airlines Group
Antofagasta,(ANF),20:10,LA138,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:10:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),20:10,LA255,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:10:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),20:12,JA157,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:12:00,Chile,Indigo Partners
Lima,(LIM),20:25,H2808,Sky Airline,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:25:00,Peru,Sky Airline S.A.
Buenos Aires,(EZE),20:30,LA471,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:30:00,Argentina,LATAM Airlines Group
Houston,(IAH),20:30,UA846,United Airlines,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:30:00,United States,United Airlines Holdings
Houston,(IAH),20:30,NH7253,ANA All Nippon Airways,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:30:00,United States,ANA Holdings Inc.
Arica,(ARI),20:32,LA196,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:32:00,Chile,LATAM Airlines Group
Arica,(ARI),20:32,IB7068,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:32:00,Chile,International Airlines Group
Antofagasta,(ANF),20:45,H2276,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:45:00,Chile,Sky Airline S.A.
Miami,(MIA),20:55,AA912,American Airlines,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:55:00,United States,American Airlines Group
Punta Arenas,(PUQ),20:55,LA95,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:55:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),20:55,IB7113,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:55:00,Chile,International Airlines Group
Punta Arenas,(PUQ),20:55,QF3946,Qantas,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 20:55:00,Chile,Qantas Airways Limited
Puerto Montt,(PMC),21:00,LA265,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 21:00:00,Chile,LATAM Airlines Group
Madrid,(MAD),21:20,LA706,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 21:20:00,Spain,LATAM Airlines Group
Madrid,(MAD),21:20,IB7109,Iberia,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 21:20:00,Spain,International Airlines Group
Guayaquil,(GYE),21:26,LA1446,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=18,2023-05-04 21:26:00,Ecuador,LATAM Airlines Group
