Destination City,Destination Code,Departure,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Destination Country,Parent Company
Concepcion,(CCP),22:21,JA107,JetSMART,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 22:21:00,Chile,Indigo Partners
Atlanta,(ATL),22:30,DL146,Delta Air Lines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 22:30:00,United States,Delta Air Lines Inc.
Atlanta,(ATL),22:30,KE7300,Korean Air,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 22:30:00,United States,Hanjin Group
Atlanta,(ATL),22:30,LA6358,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 22:30:00,United States,LATAM Airlines Group
Miami,(MIA),22:54,UC1100,LATAM Cargo Chile,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 22:54:00,United States,LATAM Airlines Group
New York,(JFK),22:55,LA532,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 22:55:00,United States,LATAM Airlines Group
New York,(JFK),22:55,DL6061,Delta Air Lines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 22:55:00,United States,Delta Air Lines Inc.
New York,(JFK),22:55,JL7627,JAL Japan Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 22:55:00,United States,Japan Airlines Co. Ltd.
Miami,(MIA),23:20,LA500,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 23:20:00,United States,LATAM Airlines Group
Miami,(MIA),23:20,DL6056,Delta Air Lines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 23:20:00,United States,Delta Air Lines Inc.
Los Angeles,(LAX),23:35,LA602,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 23:35:00,United States,LATAM Airlines Group
Los Angeles,(LAX),23:35,CX7812,Cathay Pacific,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 23:35:00,United States,Swire Pacific Limited
Los Angeles,(LAX),23:35,DL6063,Delta Air Lines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 23:35:00,United States,Delta Air Lines Inc.
Los Angeles,(LAX),23:35,JL7623,JAL Japan Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 23:35:00,United States,Japan Airlines Co. Ltd.
Panama City,(PTY),00:20,CM118,Copa Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:20:00,Panama,Copa Holdings
Bogota,(BOG),00:30,LA572,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:30:00,Colombia,LATAM Airlines Group
Bogota,(BOG),00:30,DL7387,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:30:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),00:30,QF4207,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:30:00,Colombia,Qantas Airways Limited
Auckland,(AKL),00:35,LA801,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:35:00,New Zealand,LATAM Airlines Group
Auckland,(AKL),00:35,CX7801,Cathay Pacific,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:35:00,New Zealand,Swire Pacific Limited
Auckland,(AKL),00:35,MH9781,Malaysia Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:35:00,New Zealand,Malaysia Aviation Group
Auckland,(AKL),00:35,QF3876,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:35:00,New Zealand,Qantas Airways Limited
Panama City,(PTY),00:38,CM276,Copa Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:38:00,Panama,Copa Holdings
Bogota,(BOG),00:40,AV240,Avianca,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:40:00,Colombia,Avianca Holdings S.A.
Bogota,(BOG),00:40,AC6153,Air Canada,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:40:00,Colombia,Air Canada
Buenos Aires,(EZE),00:50,H25577,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 00:50:00,Argentina,Sky Airline S.A.
Miami,(MIA),02:00,ET3509,Ethiopian Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 02:00:00,United States,Ethiopian government
Antofagasta,(ANF),02:20,LA1296,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 02:20:00,Chile,LATAM Airlines Group
Panama City,(PTY),02:30,CM475,Copa Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 02:30:00,Panama,Copa Holdings
Sao Paulo,(GRU),03:36,M38491,LATAM Cargo Brasil,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 03:36:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),04:00,H2620,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:00:00,Brazil,Sky Airline S.A.
Lima,(LIM),04:15,LA2370,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:15:00,Peru,LATAM Airlines Group
Lima,(LIM),04:15,DL6216,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:15:00,Peru,Delta Air Lines Inc.
Panama City,(PTY),04:27,CM396,Copa Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:27:00,Panama,Copa Holdings
Antofagasta,(ANF),04:31,LA342,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:31:00,Chile,LATAM Airlines Group
Arica,(ARI),04:31,LA180,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:31:00,Chile,LATAM Airlines Group
Calama,(CJC),04:31,LA140,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:31:00,Chile,LATAM Airlines Group
Calama,(CJC),04:31,DL6302,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:31:00,Chile,Delta Air Lines Inc.
Iquique,(IQQ),04:32,LA906,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:32:00,Chile,LATAM Airlines Group
Calama,(CJC),04:35,H2240,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:35:00,Chile,Sky Airline S.A.
Santa Cruz,(VVI),04:36,LA864,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:36:00,Bolivia,LATAM Airlines Group
Antofagasta,(ANF),04:57,LA124,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:57:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),04:57,DL6289,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 04:57:00,Chile,Delta Air Lines Inc.
Iquique,(IQQ),05:00,JA110,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:00:00,Chile,Indigo Partners
Lima,(LIM),05:00,H2802,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:00:00,Peru,Sky Airline S.A.
Calama,(CJC),05:01,LA146,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:01:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),05:05,LA99,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:05:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),05:05,DL6312,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:05:00,Chile,Delta Air Lines Inc.
Lima,(LIM),05:06,JZ7501,JetSMART Airlines Peru,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:06:00,Peru,Indigo Partners
Concepcion,(CCP),05:17,JA101,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:17:00,Chile,Indigo Partners
Iquique,(IQQ),05:20,H2320,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:20:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),05:24,H2280,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:24:00,Chile,Sky Airline S.A.
Arica,(ARI),05:25,H2300,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:25:00,Chile,Sky Airline S.A.
Rio De Janeiro,(GIG),05:30,JA570,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:30:00,Brazil,Indigo Partners
Concepcion,(CCP),05:36,LA205,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:36:00,Chile,LATAM Airlines Group
Calama,(CJC),05:40,LA390,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:40:00,Chile,LATAM Airlines Group
Calama,(CJC),05:42,JA2,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:42:00,Chile,Indigo Partners
Sao Paulo,(GRU),05:45,JA580,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:45:00,Brazil,Indigo Partners
Bogota,(BOG),05:55,AV98,Avianca,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:55:00,Colombia,Avianca Holdings S.A.
Sao Paulo,(GRU),05:55,H2600,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=0,2023-05-03 05:55:00,Brazil,Sky Airline S.A.
Antofagasta,(ANF),06:00,LA120,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:00:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),06:00,LA8133,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:00:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),06:00,BA4301,British Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:00:00,Brazil,International Airlines Group
Sao Paulo,(GRU),06:00,DL6305,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:00:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),06:00,QF3913,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:00:00,Brazil,Qantas Airways Limited
Iquique,(IQQ),06:00,LA160,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:00:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),06:00,LA57,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:00:00,Chile,LATAM Airlines Group
Lima,(LIM),06:10,LA2378,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:10:00,Peru,LATAM Airlines Group
Punta Arenas,(PUQ),06:10,LA1161,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:10:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),06:10,DL6316,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:10:00,Chile,Delta Air Lines Inc.
Concepcion,(CCP),06:16,LA211,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:16:00,Chile,LATAM Airlines Group
Concepcion,(CCP),06:27,H2161,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:27:00,Chile,Sky Airline S.A.
Calama,(CJC),06:30,LA148,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:30:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),06:45,JA1001,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 06:45:00,Argentina,Indigo Partners
Calama,(CJC),07:00,LA150,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:00:00,Chile,LATAM Airlines Group
Iquique,(IQQ),07:00,LA912,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:00:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),07:08,LA126,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:08:00,Chile,LATAM Airlines Group
Balmaceda,(BBA),07:12,LA71,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:12:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),07:12,LA257,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:12:00,Chile,LATAM Airlines Group
Copiapo,(CPO),07:13,LA114,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:13:00,Chile,LATAM Airlines Group
Temuco,(ZCO),07:29,LA225,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:29:00,Chile,LATAM Airlines Group
Temuco,(ZCO),07:31,JA355,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:31:00,Chile,Indigo Partners
Lima,(LIM),07:45,LA534,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:45:00,Peru,LATAM Airlines Group
Lima,(LIM),07:45,CX7834,Cathay Pacific,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:45:00,Peru,Swire Pacific Limited
Lima,(LIM),07:45,DL7389,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:45:00,Peru,Delta Air Lines Inc.
Lima,(LIM),07:45,QF3930,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:45:00,Peru,Qantas Airways Limited
Lima,(LIM),07:50,LA2396,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:50:00,Peru,LATAM Airlines Group
Lima,(LIM),07:50,DL6274,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:50:00,Peru,Delta Air Lines Inc.
La Serena,(LSC),07:50,LA108,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:50:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),07:54,WJ3015,Jetsmart Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 07:54:00,Argentina,Indigo Partners
Castro,(MHC),08:04,H2191,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 08:04:00,Chile,Sky Airline S.A.
Mexico City,(MEX),08:15,LA622,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 08:15:00,Mexico,LATAM Airlines Group
Copiapo,(CPO),08:17,H2220,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 08:17:00,Chile,Sky Airline S.A.
Iquique,(IQQ),08:20,LA172,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 08:20:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),08:24,H2401,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 08:24:00,Chile,Sky Airline S.A.
Buenos Aires,(AEP),08:36,LA421,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 08:36:00,Argentina,LATAM Airlines Group
Valdivia,(ZAL),08:45,H2121,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 08:45:00,Chile,Sky Airline S.A.
Calama,(CJC),09:02,LA388,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:02:00,Chile,LATAM Airlines Group
Concepcion,(CCP),09:12,LA201,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:12:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),09:18,LA128,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:18:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),09:18,DL7365,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:18:00,Chile,Delta Air Lines Inc.
Antofagasta,(ANF),09:19,JA20,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:19:00,Chile,Indigo Partners
Puerto Montt,(PMC),09:44,JA157,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:44:00,Chile,Indigo Partners
Buenos Aires,(AEP),09:45,AR1281,Aerolineas Argentinas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:45:00,Argentina,Argentine government
Buenos Aires,(AEP),09:45,DL7615,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:45:00,Argentina,Delta Air Lines Inc.
Concepcion,(CCP),09:47,LA11,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:47:00,Chile,LATAM Airlines Group
Concepcion,(CCP),09:47,DL7374,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:47:00,Chile,Delta Air Lines Inc.
Concepcion,(CCP),09:47,IB7294,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:47:00,Chile,International Airlines Group
Rio De Janeiro,(GIG),09:47,LA770,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:47:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),09:47,DL7362,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:47:00,Brazil,Delta Air Lines Inc.
Rio De Janeiro,(GIG),09:47,QF3891,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:47:00,Brazil,Qantas Airways Limited
Buenos Aires,(EZE),09:50,KL702,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:50:00,Argentina,Air France-KLM
Temuco,(ZCO),09:50,H2141,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:50:00,Chile,Sky Airline S.A.
Sao Paulo,(GRU),09:55,LA630,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:55:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),09:55,BA4309,British Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:55:00,Brazil,International Airlines Group
Sao Paulo,(GRU),09:55,DL7370,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:55:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),09:55,QF3907,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 09:55:00,Brazil,Qantas Airways Limited
Osorno,(ZOS),10:05,H2103,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:05:00,Chile,Sky Airline S.A.
Iquique,(IQQ),10:13,LA168,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:13:00,Chile,LATAM Airlines Group
Iquique,(IQQ),10:13,IB7253,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:13:00,Chile,International Airlines Group
Puerto Montt,(PMC),10:25,LA1157,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:25:00,Chile,LATAM Airlines Group
Iquique,(IQQ),10:35,LA1260,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:35:00,Chile,LATAM Airlines Group
Castro,(MHC),10:50,LA69,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:50:00,Chile,LATAM Airlines Group
Concepcion,(CCP),10:53,LA209,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:53:00,Chile,LATAM Airlines Group
Iquique,(IQQ),10:53,LA1248,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:53:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),10:55,H2433,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 10:55:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),11:13,LA360,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:13:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),11:13,IB7298,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:13:00,Chile,International Airlines Group
Copiapo,(CPO),11:19,LA112,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:19:00,Chile,LATAM Airlines Group
Copiapo,(CPO),11:19,IB7078,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:19:00,Chile,International Airlines Group
Iquique,(IQQ),11:20,LA910,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:20:00,Chile,LATAM Airlines Group
Madrid,(MAD),11:20,IB6830,Iberia,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:20:00,Spain,International Airlines Group
Madrid,(MAD),11:20,BA4250,British Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:20:00,Spain,International Airlines Group
Madrid,(MAD),11:20,LA5410,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:20:00,Spain,LATAM Airlines Group
Madrid,(MAD),11:20,LY9210,El Al Israel Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:20:00,Spain,Kanaf Arkia Holdings Ltd
